	ime	leto	obrazlozitev	id
157	Eipprova ulica	1952	Ernest Eipper, roj. 1914 v Ljubljani, ustreljen 1942 kot talec v Ljubljani; predvojni revolucionar in komunist, organizator OF in borec VOS OF, narodni heroj.	610110227;240
158	Cerutova ulica	1976	Silvester Cerut, roj. 1889 v Lazaretu pri Kopru, umrl 1945 v koncentracijskem taborišču Dachau; učitelj, predvojni revolucionar in komunist, od 1941 aktivist OF v Ljubljani.	610110101;112
159	Krekov trg	1919	Dr. Janez Evangelist Krek, roj. 1865 pri Sv. Gregorju nad Sodražico, umrl 1917 v Št. Janžu na Dolenjskem; teolog, sociolog, politik, ljudski organizator.	610110499;547
160	Krekov trg	1919	Dr. Janez Evangelist Krek, roj. 1865 pri Sv. Gregorju nad Sodražico, umrl 1917 v Št. Janžu na Dolenjskem; teolog, sociolog, politik, ljudski organizator.	610110148;162
161	Cesta 24. junija.	1970	Ta dan leta 1941 so komunisti s Črnuč odšli v partizane in ustanovili Črnuško partizansko skupino, ki se je 28. julija 1941 združila z Rašiško četo.	610110149;161
162	Cesta 25 talcev	1968	V bližini te ceste je nemški okupator 31. I. 1944 ustrelil 25 talcev, pripeljanih iz begunjskih zaporov. Na tem mestu ob Celovški cesti je v njihov spomin postavljen tudi spomenik.	610110150;163
163	Cesta 27. aprila	1966	Ta dan leta 1941 so se na pobudo KPS v hiši ob tej cesti sestali predstavniki naprednih slovenskih političnih strank in skupin ter ustanovili Protiimperialistično fronto, kasneje preimenovano v Osvobodilno fronto slovenskega naroda.	610110151;160
164	Rimska cesta	1942	Poteka po ozemlju nekdanje rimske Emone.	610110994;1067
165	Rimska cesta	1980	30. avgusta 1942 je en del Tomšičeve brigade napadel papirnico v Vevčah in železniško postajo Zalog. Napad je bil izvršen v času Roške ofenzive.	610110152;1753
166	Trg Osvobodilne fronte	1952	Posvečen Osvobodilni fronti slovenskega naroda, enkratni borbeni organizaciji, ki je na pobudo Komunistične partije Slovenije leta 1941 organizirala narodnoosvobodilni boj proti okupatorjem in domačim izdajalcem.	610111210;1313
167	Masarykova cesta	1948	Tomaš Garrigue Masaryk, roj. 1850 v Hodoninu na Slovaškem, umrl1937 v Pragi; češki filozof, sociolog in državnik.	610110610;669
168	Cesta Andreja Bitenca	1991	Andrej Bitenc, roj. 1802 v Podgori pri Šentvidu, umrl 1874 v Ljubljani; izdelovalec klavirjev in posestnik. Njegovo hišo, ki je stala na mestu, kjer danes teče ta cesta, je nemški okupator porušil 1942 zaradi postavitve meje med Nemčijo in Italijo.	610110102;1708
169	Cesta Andreja Bitenca	1991	Andrej Bitenc, roj. 1802 v Podgori pri Šentvidu, umrl 1874 v Ljubljani; izdelovalec klavirjev in posestnik. Njegovo hišo, ki je stala na mestu, kjer danes teče ta cesta, je nemški okupator porušil 1942 zaradi postavitve meje med Nemčijo in Italijo.	610110102;113
170	Gosposvetska cesta	1948	Označitev pomena Gospe Svete za slovensko zgodovino, obenem smer Celovec - Gospa Sveta.	610110289;309
171	Trinkova ulica	1991		610111215;1713
172	Cesta Ceneta Štuparja	1980	Cene Stupar-Matevž, roj. 1910 na Črnučah pri Ljubljani, padel 1944 kot sekretar rajonskega komiteja KPS na Straškem vrhu nad Črnučami; delavec, predvojni revolucionar in komunist, prvoborec in organizator NOB.	610110103;2326
173	Cesta Ceneta Štuparja	1980	Cene Stupar-Matevž, roj. 1910 na Črnučah pri Ljubljani, padel 1944 kot sekretar rajonskega komiteja KPS na Straškem vrhu nad Črnučami; delavec, predvojni revolucionar in komunist, prvoborec in organizator NOB.	610110103;114
174	Cesta Cirila Kosmača	1983	Ciril Kosmač, 1910-1980. Slovenski književnik in publicist. Član SAZU.	610110104;1744
175	Cesta Dolomitskega odreda	1963	Po Dolomitskem odredu, ustanovljenem junija 1942, ki je s svojo dejavnostjo v neposredni bližini Ljubljane omogočal delovanje osrednjega slovenskega vodstva NOB v Polhograjskih Dolomitih, od jeseni 1942 do spomladi 1943.	610110105;116
176	Cesta dveh cesarjev	1988	Cesta vodi proti cesarskemu paviljonu, ki je bil postavljenem ob kongresu svete alianse leta 1821. Kongresa sta se udeležila tudi avstrijski in ruski car, katerima na čast je bil paviljon postavljen. Vladarja sta se udeležila lova na race v Mestnem logu.	610110106;117
177	Cesta dveh cesarjev	1988	Cesta vodi proti cesarskemu paviljonu, ki je bil postavljenem ob kongresu svete alianse leta 1821. Kongresa sta se udeležila tudi avstrijski in ruski car, katerima na čast je bil paviljon postavljen. Vladarja sta se udeležila lova na race v Mestnem logu.	610110106;2327
178	Cesta dveh cesarjev	1988	Cesta vodi proti cesarskemu paviljonu, ki je bil postavljenem ob kongresu svete alianse leta 1821. Kongresa sta se udeležila tudi avstrijski in ruski car, katerima na čast je bil paviljon postavljen. Vladarja sta se udeležila lova na race v Mestnem logu.	610110106;2328
179	Cesta dveh cesarjev	1988	Cesta vodi proti cesarskemu paviljonu, ki je bil postavljenem ob kongresu svete alianse leta 1821. Kongresa sta se udeležila tudi avstrijski in ruski car, katerima na čast je bil paviljon postavljen. Vladarja sta se udeležila lova na race v Mestnem logu.	610110579;628
180	Hladnikova cesta	1993		610110330;432
181	Cesta II. grupe odredov	1968	Po II. grupi odredov slovenskih partizanskih čet, ustanovljeni maja 1942 na Kremenjku. II. grupa je znana po hudih bojih z nemškim okupatorjem na pohodu preko Gorenjske na Štajersko.	610110107;118
182	Cesta Jožeta Žagarja	1970	Jože Žagar, roj. 1922 v Ljubljani, umrl 1945 v koncentracijskem taborišču Mauthausen; delavec, prvoborec.	610118003;119
183	Cesta Jožeta Žagarja	1970	Jože Žagar, roj. 1922 v Ljubljani, umrl 1945 v koncentracijskem taborišču Mauthausen; delavec, prvoborec.	610110108;1745
184	Cesta na Bellevue	1956	Vodi proti hotelu Bellevue.	610110109;120
185	Cesta na Bellevue	1956	Vodi proti domu starejših občanov oziroma gradu na Bokalcah.	610110110;121
186	Cesta na Brdo	1984	Po naselju Brdo.	610110111;123
187	Cesta na Brdo	1984	Po naselju Brdo.	610110111;2331
188	Celarčeva ulica	1979	Celarc Janez, roj. 1914 na Brdu pri Ljubljani, ubit 1944 na Urhu pri Ljubljani; trgovski pomočnik, od leta1941 aktivist OF.	610110095;105
189	Cesta na Brinovec	1968	Domače krajevno ime.	610110112;124
190	Cesta na Brod	1988	Po naselju Brod pri Črnučah.	610110113;125
191	Cesta na Brod	1988	Po naselju Brod pri Črnučah.	610110113;2332
192	Vošnjakova ulica	1923	Josip Vošnjak, roj. 1834 v Šoštanju, umrl 1911 na Visolah pri Slovenski Bistxici; politik in pisatelj.	610111392;1482
193	Cesta na Ježah	1968	Domače krajevno ime.	610110114;126
194	Cesta na Ježah	1968	Domače krajevno ime.	610110610;666
195	Trg Osvobodilne fronte	1952	Posvečen Osvobodilni fronti slovenskega naroda, enkratni borbeni organizaciji, ki je na pobudo Komunistične partije Slovenije leta 1941 organizirala narodnoosvobodilni boj proti okupatorjem in domačim izdajalcem.	610111210;1310
196	Trg Osvobodilne fronte	1952	Posvečen Osvobodilni fronti slovenskega naroda, enkratni borbeni organizaciji, ki je na pobudo Komunistične partije Slovenije leta 1941 organizirala narodnoosvobodilni boj proti okupatorjem in domačim izdajalcem.	610110115;1746
197	Povšetova ulica	1937	Fran Povše, roj. 1845 v Kresniških Poljanah, umrl 1916 v Ljubljani; kmetijski strokovnjak in politik, državni poslanec, predsednik kranjske kmetijske družbe, pisec kmetijskih strokovnih knjig	610110927;991
198	Cesta na Kope	1970	Domače krajevno ime.	610110116;128
199	Cesta na Laze	1973	Po ledinskem imenu.	610110117;129
200	Cesta na Loko	2010	Domače krajevno ime.	610110118;131
201	Cesta na Loko	2010	Domače krajevno ime.	610110118;130
202	Cesta na Mesarico	1982	Se imenuje po krajevno udomačenem imenu.	610110119;1747
203	Cesta na Obrije	1982	Po imenu naselja kamor cesta vodi.	610110120;2333
204	Cesta na Obrije	1982	Po imenu naselja kamor cesta vodi.	610110120;132
205	Cesta na Ozare	1976	Domače krajevno ime.	610110121;133
206	Cesta na Poljane	1968	Po naselju Poljane.	610110122;134
207	Cesta na Prevoje	1968	Po katastrski označbi.	610110123;135
208	Cesta na Rožnik	1963	Po hribu Rožnik.	610110124;136
209	Cesta na Rožnik	1963	Po hribu Rožnik.	610110124;2334
210	Gledališka ulica	1948	Oton Župančič, 1876, Vinica ob Kolpi - 1949 Ljubljana. Pesnik.	610111500;1589
211	Vošnjakova ulica	1923	Josip Vošnjak, roj. 1834 v Šoštanju, umrl 1911 na Visolah pri Slovenski Bistxici; politik in pisatelj.	610111392;1481
212	Cesta na Urh	1968	V cerkvi in drugih prostorih na Urhu je bila od leta 1943 do 1945 belogardistična postojanka in mučilnica. Tu je grobnica 123 aktivistov OF, žrtev belogardističnega nasilja in 36 borcev Cankarjevega bataljona.	610110125;137
213	Cesta na Urh	1968	V cerkvi in drugih prostorih na Urhu je bila od leta 1943 do 1945 belogardistična postojanka in mučilnica. Tu je grobnica 123 aktivistov OF, žrtev belogardističnega nasilja in 36 borcev Cankarjevega bataljona.	610110126;139
214	Ulica bratov Babnik	1976	Po bratih Babnik. Franc Babnik, roj. 1912 v Dravljah, umrl 1974 v Ljubljani; šofer, predvojni revolucionar in komunist, od 1941 aktivist OF in borec NOV. Po osvoboditvi družbenopolitični delavec, nosilec Partizanske spomenice 1941. Stefan Babnik - prvoborec, umrl 1974.	610111238;1348
215	Ob železnici	1930	Vodi ob železniški progi.	610110739;827
216	Ob železnici	1974	Vspomin na 500 letnico kmečkih uporov na Slovenskem in 400 letnico hrvaško-slovenskega upora. Cesta vodi na Ljubljanski grad, kjer je bil leta 1973 postavljen spomenik kmečkim uporom delo kiparja Stojana Batiča.	610110127;140
217	Masarykova cesta	1948	Tomaš Garrigue Masaryk, roj. 1850 v Hodoninu na Slovaškem, umrl1937 v Pragi; češki filozof, sociolog in državnik.	610110610;668
218	Trg Osvobodilne fronte	1952	Posvečen Osvobodilni fronti slovenskega naroda, enkratni borbeni organizaciji, ki je na pobudo Komunistične partije Slovenije leta 1941 organizirala narodnoosvobodilni boj proti okupatorjem in domačim izdajalcem.	610111210;1312
219	Cesta španskih borcev	1980	Na tej cesti so se pred vojno skrivoma sestajali nekdanji španski borci-domačini.	610110128;1748
220	Cesta Urške Zatlerjeve	1986	Urška Zatler-Micka, 1904-1944. Članica KP od leta 1931. V hiši Zatler so dobili zatočišče razni politični delavci, med njimi Boris Kidrič in Boris Ziherl.. V njihovi hiši je bila tiskarna Rdeči prapor. Leta 1942 je šla v partizane, kjer je kot radiotelegrafistka vzdrževala edino zvezo v Jugoslaviji z Moskvo. Padla 1944 v vasi Rigelj pri Dolenjskih toplicah.	610110129;1749
221	Cesta Urške Zatlerjeve	1986	Urška Zatler-Micka, 1904-1944. Članica KP od leta 1931. V hiši Zatler so dobili zatočišče razni politični delavci, med njimi Boris Kidrič in Boris Ziherl.. V njihovi hiši je bila tiskarna Rdeči prapor. Leta 1942 je šla v partizane, kjer je kot radiotelegrafistka vzdrževala edino zvezo v Jugoslaviji z Moskvo. Padla 1944 v vasi Rigelj pri Dolenjskih toplicah.	610110130;141
222	Cesta v Gameljne	1983	Ulica se imenuje po sosednjem naselju Gameljne.	610110131;1750
223	Cesta v Gorice	1988	Med ljustvom uporabljen naziv.	610110132;2336
224	Cesta v Gorice	1988	Med ljustvom uporabljen naziv.	610110132;2337
225	Cesta v Gorice	1988	Med ljustvom uporabljen naziv.	610110132;142
226	Cesta v Hrastje	1970	Po naselju Hrastje.	610110133;143
227	Cesta v hrib	1984	Vodi proti hribu.	610110134;144
228	Cesta v hrib	1984	Vodi proti hribu.	610110134;2338
229	Cesta v Kleče	2008	Po naselju Kleče, v smeri katerega je cesta nekoč potekala	610110135;1666
230	Cesta v Kleče	2008	Po naselju Kleče, v smeri katerega je cesta nekoč potekala	610110135;146
231	Cesta v Kleče	2008	Po naselju Kleče, v smeri katerega je cesta nekoč potekala	610110136;147
232	Cesta v Kleče	2008	Po naselju Kleče, v smeri katerega je cesta nekoč potekala	610170001;2024
233	Cesta v Kresnice	1987	Po naselju Kresnice proti kateremu cesta poteka.	610110137;1751
234	Cesta v Mestni log	1976	Vodi v Mestni log, nekdanjo mestno posest, prvotno gozd.	610110138;2305
235	Cesta v Mestni log	1976	Vodi v Mestni log, nekdanjo mestno posest, prvotno gozd.	610110138;2306
236	Cesta v Mestni log	1976	Vodi v Mestni log, nekdanjo mestno posest, prvotno gozd.	610110138;148
237	Tomažičeva ulica	1984	Josip Tomažič-Pinko, roj. 1915 v Trstu, ustreljen 1941 v Opčinah pri Trstupredvojni; revolucionar in komunist, organizator revolucionarnega delavskega gibanja in boja proti fašizmu v Julijski krajini, narodni heroj.	610111192;1285
238	Cesta v Pečale	1971	Domače krajevno ime.	610110139;149
239	Cesta v Pečale	1971	Domače krajevno ime.	610110140;150
240	Cesta v Prod	2008	Domače lokalno ime območja, kjer ulica poteka - po dosedanji obrazložitvi (1968);	610110141;1667
241	Cesta v Prod	2008	Domače lokalno ime območja, kjer ulica poteka - po dosedanji obrazložitvi (1968);	610110141;151
242	Cesta v Rožno dolino	1910	Vodi v del mesta z imenom Rožna dolina.	610110142;152
243	Cesta v Šmartno	1970	Po naselju Šmartno.	610110143;154
244	Cesta v Šmartno	1970	Po naselju Šmartno.	610110143;2339
245	Cesta v Zajčjo dobravo	1968	Po ledinskem imenu.	610110144;155
246	Cesta v Zeleni log	1932	Domače krajevno ime.	610110145;156
247	Ob zeleni jami	1930	Domače krajevno ime.	610110737;825
248	Cesta v Zgornji log	1962	Domače krajevno ime.	610110146;157
249	Cesta v Zgornji log	1962	Po ljubljanskem parku Tivoli ob katerem cesta poteka.	610111185;1680
250	Prešernova cesta	1988	Dr. France Prešeren, roj. 1800 v Vrbi na Gorenjskem, umrl 1849 v Kranju; največji slovenski pesnik. Pesniško delo obsega različne vrste lirskega in epskega pesništva, pomeni prvi vzpon in doslej najvišji dosežek slovenske poezije.	610110943;1009
251	Cesta vstaje	1983	V bližini te ceste iz gozda Pšatnik so tacenski komunisti 22.6.1941 leta izstrelili prvi strel, ki je zanetil iskro upora proti okupatorju v Sloveniji. 22.junija praznije Slovenija dan vstaje.	610110147;1752
252	Ob dolenjski železnici	1993	Poteka ob progi dolenjske železnice.	610110727;806
253	Jurčkova cesta	2010		610110389;419
254	Jurčkova cesta	2010		610111129;158
255	Chengdujska cesta	1982		610110153;1754
256	Chopinov prehod	2010	Frédéric Chopin, roj. 1. marca 1980 v kraju Želazova Wola na Poljskem, umrel 17.oktoba 1849 v Parizu;poljski skladatelj in pianist.	610111565;2013
257	Cigaletova ulica	1898	Matej Cigale, roj. 1819 v Dolenjih Lomeh pri Črnem vrhu nad Idrijo, umrl 1889 na Dunaju; pravnik in utemeljitelj slovenskega pravnega jezika.	610110154;164
258	Ciglerjeva ulica	1923	Janez Cigler, roj. 1792 v Vodmatu pri Ljubljani, umrl 1867 v Višnji gori; pisatelj. Spisal prvo slovensko povest.	610110155;165
259	Partizanska ulica	1959	Po borcih slovenske partizanske vojske.	610110771;849
260	Cilenškova ulica	1939	Martin Cilenšek, roj. 1848 v Gotovljah v Savinjski dolini, umrl 1936 v Celju; botanik. Pisal je poljudnoznanstvene sestavke iz botanike.	610110156;166
261	Cimermanova ulica	1980	Domače krajevno ime.	610110157;1755
262	Cimpermanova ulica	1928	Josip Cimperman, roj. 1847, umrl 1893 v Ljubljani; pesnik.	610110158;167
263	Ulica talcev	1952	Na mestu, kjer ob tej ulici stoji spomenik, je italijanski okupator 13. 10. 1942 ustrelil 24 aktivistov OF. V spomin na te ustreljene talce.	610111318;1408
264	Ulica talcev	1952	Na mestu, kjer ob tej ulici stoji spomenik, je italijanski okupator 13. 10. 1942 ustrelil 24 aktivistov OF. V spomin na te ustreljene talce.	610111318;1406
265	Ciril-Metodov trg	1952	Brata Ciril in Metod iz Soluna. Živela v 9. stoletju, utemeljila starocerkvenoslovanski jezik. Uvajala slovansko bogoslužje in pismenstvo.	610110159;169
266	Ciril-Metodov trg	1952	Brata Ciril in Metod iz Soluna. Živela v 9. stoletju, utemeljila starocerkvenoslovanski jezik. Uvajala slovansko bogoslužje in pismenstvo.	610110159;168
267	Dunajska cesta	1991		610110223;1272
268	Cizejeva ulica	1970	(op. pravilno Cizljeva) Fortunat Cizelj-Nande, roj. 1907 v Pongracu pri Grižah pri Celju, ustreljen 1944 v Cerknem na Primorskem; mizar, predvojni revolucionar in komunist, organizator j OF v Ljubljani.	610110160;170
269	Clevelandska ulica	1981	Clevelan, mesto v ZDA, v katerem je pred svetovno vojno živelo preko 40000 Slovencev.	610110161;1756
270	Zoisova cesta	1991	Žiga Zois baron Edelstein, roj. 1747 v Trstu, umrkl 1819 v Ljubljani; železarski podjetnik in veleposestnik, pesnik in slovstveni podpornik dela slovenskih preroditeljev.	610111474;171
271	Zoisova cesta	1991	Žiga Zois baron Edelstein, roj. 1747 v Trstu, umrkl 1819 v Ljubljani; železarski podjetnik in veleposestnik, pesnik in slovstveni podpornik dela slovenskih preroditeljev.	610110162;1757
272	Jakšičeva ulica	1952	Djura Jakšič, roj. 1832 v Srpski Crnji, umrl 1878 v Beogradu; slikar in pisatelj, najpomembnejši predstavnik romantike v srbskem slikarstvu.	610110360;385
273	Cvetkova ulica	2010	Dragotin Cvetko, roj. 1911 v Vučji vasi pri Ljutomeru, umrl 1993 v Ljubljani; slovenski muzikolog in skladatelj.	610111572;2020
274	Cvetlična pot	1968	Domače krajevno ime.	610110163;173
275	Kikljeva ulica	1963	Janez Kikelj, roj. 1922 v Ljubljani, ustreljen 1942 pod Rožnikom v Ljubljani; trgovski pomočnik, aktivist OF.	610110425;465
276	Čampova ulica	1939	Avgustin Čampa, roj. 1869 v Ribnici, umrl 1922 v Ljubljani: prvi viški župnik.	610110164;175
277	Čanžekova ulica	1982	Andrej Čanžek, 1888-1946. Od 1908 v socialistični strokovni organizaciji na Tirolskem. Član KPJ, delavski zaupnik, delegat na več partijskih konferencah. Med vojno sodeloval v OF in 1944 odšel s celo družino v Pohorski odred.	610110165;1758
278	Čapova ulica	2004	Čap František, roj.1913 v Čachovicah na Češkem, umrl 1972 v Piranu; filmski režiser.	610111526;1638
279	Čargova ulica	1965	Ivan Čargo, roj. 1898 v Tolminu, umrl 1958 v Ljubljani; slikar in ilustrator, impresionist, pozneje se je pridružil ekspresionistom in futuristom.	610110166;176
280	Čebelarska ulica	1984	Po nekdanjih čebelarjih.	610110167;177
281	Čebelarska ulica	1984	Po nekdanjih čebelarjih.	610110167;2308
282	Čehova ulica	1983	Anton Čeh, 1905-1971. Bol je član OF, 1941 se je priključil NOB. Komandant Baze 20 v Kočevskem rogu. Družbeno politični delavec v Tacnu.	610110168;1759
283	Čemažarjeva ulica	1982	Lovro Čemažar-Tonček, 1901-1944. leta 1041 se je vključil OF, maja 1942 odšel v partizane kjer je bil bolničar v Jankovem bataljonu II. grupe odredov NOV. 1943 aretiran in odpeljan v Wittenberg v Nemčijo, kjer je tudi umrl.	610110169;1760
284	Čepelnikova ulica	1957	Franc Čepelnik-Mirko, roj. 1917 v Ljubljanik, padel 1944 v Srednjem Lipovcu pri Dolnjem Ajdovcu; ključavničar, predvojni revolucionar, aktivist OF od 1941 in član borbene grupe.	610110170;178
285	Čepovanska ulica	1965	Po kraju Čepovan na Goriškem.	610110171;179
286	Čepovanska ulica	1965	Po kraju Čepovan na Goriškem.	610110172;180
287	Černetova ulica	1923	Valentin Černe, roj. 1732, umrl 1798 v Zgornji Šiški; kmetovalec, znan kot dober čebelar, sadjar in konjerejec. Dvignil konjerejo in uvedel novo vrsto panja.	610110173;181
